ID,RecipeNumber,RecipeCode,RecipeName,CommentID,UserID,UserName,UserReputation,CreationTimestamp,ReplyCount,ThumbsUpCount,ThumbsDownCount,Rating,BestScore,Recipe_Review
108,23,14600,Buttery Cornbread,sp_aUSaElGf_14600_c_282215,u_1oKZ1GJBlxwIyqUYSd4tLJujmeo,sixgun,1,1622717740,0,0,0,5,100,"The best ever ,not dry at all  had company over they said it was the best they ever had  some even did not like corn bread said it is always dry but all asked for recipe"
85,66,7752,Chocolate Caramel Candy,sp_aUSaElGf_7752_c_307896,u_1oKZUXZ2md3VxurnIzaGWF0jEaf,fugitiveartist,1,1622717871,0,0,0,5,100,"This is a recipe with many steps, but the end result is incredibly worth it. It is so very delicious and is a hit with everyone who has tasted it. Yours will be the most popular treat if you make this for get togethers."
157,15,10252,Liâ€™l Cheddar Meat Loaves,sp_aUSaElGf_10252_c_177032,u_1oKWsWK56gBecHrhTklyDG2kThm,Sandra Dee 61,1,1622717225,0,0,0,0,100,"I have made this several times, my whole family love them, I double everything using 2 lbs of burger, I do not put the sauce on to bake as directed, it all runs off into the grease, they like to put it on afterwards &amp; on their potaotes. A family favorite, Enjoy !"
141,7,12540,Flavorful Chicken Fajitas,sp_aUSaElGf_12540_c_335794,u_1oKc8uY54ooBdnf5ae6C1mg4gDk,AngelDiaz,1,1622717973,0,0,0,5,100,This was delicious the fist time so I had to do it again.Thank you
420,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_247869,u_1oKVdpotk8j55JIT4Cm4cmfip9q,pinkiepie,1,1622717579,0,0,0,4,100,My family all loved this I added a 1lb hamburger but my 6 year old said it needed more.  Next time I will add more but it was very good.
217,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_374142,u_1oKVkhy43O7cOPXGDAFTWD1pQq1,DebSueWal,1,1622718207,0,0,0,5,100,"Wow!  This banana bread really IS the best I&#39;ve ever had!  I&#39;m not a big nut eater, so I changed those out for milk chocolate toffee bits.  My family is doing backflips! ??  Just go ahead and double the recipe.  You will definitely want an extra loaf, if just to share with another lucky family!  Enjoy!"
80,85,39334,Chicken Penne Casserole,sp_aUSaElGf_39334_c_133788,u_1oKVb32ICC8C8Gqkl3i8quqz2kL,wjamanda,1,1622717012,0,0,0,5,100,Easy to make and yummy! Will definately be making this again soon!
71,86,4383,First-Place Coconut Macaroons,sp_aUSaElGf_4383_c_217016,u_1oKXxV1tp3DoLkuUtfiGGLPg7Gn,U2shannon,1,1622717418,0,0,0,5,100,"I wish I could show you a picture of how beautiful these came out!  Followed the recipe exactly using large eggs, not XL, and decided to just do an even dozen. They baked for 24 minutes at 325?F. They smell amazing and taste is so good!"
153,48,9739,Best Ever Potato Soup,sp_aUSaElGf_9739_c_173799,u_1oKWrSowbocgqwxw4Id4cqeI4jg,grammajan,1,1622717214,0,0,0,5,100,I have made potatoe soup for years. this is by far the best
60,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_257053,u_1oKVe1KKuVZWyWCiOFwyMatfmbp,momoflandl,1,1622717609,0,0,0,5,100,My sister made this and shared with us.  If you like rich desert this is the desert for you!  We loved it and I definitely added it to my favorite desert recipes!
113,21,33206,Pineapple Orange Cake,sp_aUSaElGf_33206_c_199171,u_1oKY6aa315BHzHcd3vvKQICZ3hi,Jandy60,1,1622717328,0,0,0,5,100,"I made this with lite cool whip, sugar free,fat free pudding, and reduced sugar cake mix. It turned out great, and lower sugar and fat content."
188,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_239809,u_1oKXxJWUjp6GQdDem6OoJIA9Ks9,nanadean1,1,1622717520,0,0,0,5,100,Made these and boy did they get raves!  The caramel frosting was fabulous as well.
91,15,10252,Liâ€™l Cheddar Meat Loaves,sp_aUSaElGf_10252_c_252933,u_1oKW8ruwCSayzr46XB8MQQ27fuD,tnewton649,1,1622717571,0,0,0,5,100,"My husband and I loved this recipe, it was great.  Will try it with a little bit less of the sauce.  Will definitely make these again."
15,37,20170,Taco Lasagna,sp_aUSaElGf_20170_c_402442,u_1oKVz7uyc5ZEFpKUAxcdqts8N4l,ckbray,1,1622718328,0,1,8,4,109,It was very tasty but hard to cut into portions. My husband said heâ€™d prefer it if I made the filling and gave him the tortillas and cheese so he could make tacos with it. That would solve the cutting problem. It is really just a big taco in a dish.
94,79,33121,Chocolate Chip Oatmeal Cookies,sp_aUSaElGf_33121_c_374106,u_1oKWDWTf4VzVP5txz4XdqpI10Aj,fishrgal,1,1622718177,0,1,0,5,193,"WOW! Love these cookies! They are soft and chewy and the flavor is fantastic! I also added a cup of raisins, and only had French vanilla instant pudding, but it worked just as well. I had to bake them for 15 minutes, but I may have made mine a little larger. Instead of butter I used Smart Balance. These cookies could not have been better and I will make them again and again."
22,84,4444,Strawberry Pretzel Salad,sp_aUSaElGf_4444_c_389485,u_1oKVoSiIKb0e0acQ9E4XoekUHAD,anchortown68,1,1622718282,0,0,0,5,100,Huge success in my house of 3 kids and a husband.
69,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_242746,u_1oKYOac2hcTRbcRo5rDFjEDsL7o,Homolek,1,1622717533,0,0,0,5,100,"Made this into a bundt cake, came out delicious!  The orange juice makes it taste so good.Going to make into Zucchini bread, grandkids loved it!"
192,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_277673,u_1oKXAeAiPpvAI36R3LGgBxfMmi1,verabb,1,1622717725,0,0,0,5,100,such a good recipe.! really like the cake and the frosting!~
56,62,1152,Pork Chops with Scalloped Potatoes,sp_aUSaElGf_1152_c_168558,u_1oKVu4RdwVU3wkarYH7rfH03zDk,justkathere,1,1622717159,0,1,0,5,193,I followed what the reviewer Wintere suggested and OMG - will make these again.  They were fantastic.  But I cut the entire recipe down for 2 since there is only me.  Thanks again.
19,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_220835,u_1oKZBDHKaanDX6ZOsQ4FyH78kYh,BonnieCayo,1,1622717470,0,1,0,5,193,"Iâ€™ve been making these ever since the recipe was published and my friends and family love it. I triple the recipe and use ground round or ground chuck instead of hamburger. I freeze 1 1/2 - 2 cups of sauce in a freezer bag and 2 1/2 cups meat in another freezer bag. Tripling the recipe makes enough for 4 - 5 meals. I use this recipe when a friend or family member is sick and needs a meal. Everyone asks for the recipe. The only change Iâ€™ve a made is an omission: I donâ€™t add salt because thereâ€™s already salt in the broth and tomatoes. I also lean towards the lesser amount of chili powder because I have two daughters who donâ€™t like spicy food. I love this recipe because it doesnâ€™t have any beans, making it very kid-friendly!"
145,44,31278,Corn Pudding,sp_aUSaElGf_31278_c_249692,u_1oKVbANACJTTSSweHZ3IZ47elIO,cherrylady,1,1622717582,0,0,0,4,100,"My family loves corn so I knew I had to try this recipe.  We all liked it, but thought it was sweeter than it needed to be.  Next time I&#39;ll decrease the sugar by half."
4,56,27675,Peanut Butter Cup Cheesecake,sp_aUSaElGf_27675_c_419321,u_1oKdTeeDOL7AvDBIa9YiRRKtkST,twsnoopyca,1,1622718459,0,0,0,5,100,"This recipe has been a family favorite for more than 10 years, after first seeing it in Taste of Home magazine. Our copy is getting a bit frayed, glad to see the recipe is available online. Delicious!"
74,77,16458,Cherry Bars,sp_aUSaElGf_16458_c_232072,u_1oKXxxvnZNiYgrp3Q04vlBHPqRo,heatherirene,1,1622717455,0,0,0,4,100,"Kind of gooey, but really good and super easy to make. My family loves &#39;em.  I cut the recipe in 1/2.  The full recipe makes a &#39;ginormous&#39; amount. But, almost all of ours from the 1/2-recipe are eaten already.  Also, made mine with only vanilla extract, as I&#39;m allergic to the almond.  Still came out very good."
23,17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_433291,u_1tOHuzS9uGPegBayuda94qw38GY,GoldScissors,0,1622648874,0,0,10,5,100,"This is a wonderfully easy, tasty &amp; healthy dessert! My only comment is that the amount of gelatin is incorrect -- since it says &#34;one packet&#34;, I used the smallest size, which is 3.0 oz., Not 0.3 oz. -- just a typo when it was posted, I&#39;m sure.  I used the full 3 Oz. packet and it came out fine :)"
108,30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_371873,u_1oKYEySjLXZFzmzOe0JZNtV4pnS,simpson5togo,1,1622718197,0,0,0,5,100,"Wonderful dish, full of flavor, try with confidence."
99,23,14600,Buttery Cornbread,sp_aUSaElGf_14600_c_326457,u_1oKbmEgATzULbr60V2gEqdNZ3V3,lhiseler69,1,1622717970,0,0,0,5,100,This recipe makes the best cornbread my husband and I have ever tasted!
156,27,43675,Macaroni Coleslaw,sp_aUSaElGf_43675_c_282214,u_1oKZTVwAW2IxR1Tm8qkUJnLWm11,guthriex2,1,1622717740,0,0,0,5,100,"The BEST salad ever.  People who don&#39;t like Coleslaw liked this one.  I did not use water chestnuts, and substituted Splenda for the sugar.  Delicious."
135,22,1081,Baked Spaghetti,sp_aUSaElGf_1081_c_141083,u_1oKWG0HiIDtOd4aEv4OouxZ4XpJ,vikkir35,1,1622717040,0,0,0,5,100,family favorite for YEARS!
44,21,33206,Pineapple Orange Cake,sp_aUSaElGf_33206_c_303771,u_1oKah0R3Qq5sjEThOCMzAchOljh,KTPoteau,1,1622717833,0,0,0,5,100,"This has been a hit with everyone who has tried it from family, friends and coworkers.  Many have asked me for the recipe."
318,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_209109,u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,1,1622717364,0,0,0,5,100,"I treated just like a pizza and added to the top mushrooms, onions, the green pepper and turkey pepperoni.  It was great!!  I took it to a dog show and came home with an empty dish.  To make it healthy I used Turkey pepperoni and turkey sausage and pizza sauce instead of tomato sauce."
19,18,2872,Stuffed Pepper Soup,sp_aUSaElGf_2872_c_412075,u_1oKduSTYJxBnfcCp8qTuEsUqcz4,Guest9823,1,1622718355,0,2,1,5,193,Tasty &#34;mistake&#34; we loved.  I made 1/2 batch for the 2 of us and accidently used diced tomatoes and green chilies 14.5 oz can  in my pantry right next to diced tomatoes on shelf.  It gave it just  a  little more &#34;kick&#34;.  I didn&#39;t add salt and I stir fried about 1/2 cup of chopped onions with the ground beef.  It was delicious and my husband really liked it.
152,6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_241592,u_1oKZDRkRDF5foJtD8H0b3CCViLs,JenniferGranville,1,1622717555,0,0,0,0,100,Made this for dinner tonight....loved it!!! Will definitely be making this again! Thanks for the recipe.
122,21,33206,Pineapple Orange Cake,sp_aUSaElGf_33206_c_192095,u_1oKXcCve4wFRWaLU992Q2NFaWHw,nagchompa,1,1622717296,0,0,0,0,100,I made this cake last sunday when I had friends over fo a wrestling show and they loved it some asked for seconds it was very good
26,47,15805,Bruschetta Chicken,sp_aUSaElGf_15805_c_252685,u_1oKVi6kNfFW6dEWQTbVHFKCLHY1,catweber,1,1622717595,0,0,0,5,100,"My husband and I both loved this, I wouldn&#39;t say it&#39;s a simple recipe but it is very tasty and uses up tomatoes from the garden it a wonderful way. I did&#39;t have fresh basil so substituted 1 tablespoon of dried, very yummy"
97,62,1152,Pork Chops with Scalloped Potatoes,sp_aUSaElGf_1152_c_338010,u_1oKVZdmUbQTYMVdbXOpVfRQuHm9,No_Time_To_Cook,1,1622718037,0,1,0,3,193,This was good... not great
22,70,32264,Easy Chicken Enchiladas,sp_aUSaElGf_32264_c_411291,u_1oKda4lRAOS1oGcIDYq9P0Nh0DB,BritniStout,1,1622718367,0,7,3,4,278,"So let me start off by saying that the enchilada filling itself is 5 stars, very very good. Definitly different than what my mom made growing up (chicana) but SOOO GOOD. I rated 4 because using flour tortillas just isn&#39;t a good idea if you want nice crispy enchiladas, I would consider using flour tortillas more of a wet burrito type dish. They get soggy. I used corn tortillas instead (and a bit of advice that makes a world of difference is lightly frying your corn tortillas in oil on each side before placing filling in and rolling, makes them more durable and much more crispy to hold up against the sauce) and for the sauce (if you like it a bit spicy, even if not they have regular sauce) I recommend &#34;El Pato&#34; you can usally find in the mexican section of any store. I use the yellow or green cans both delcious. Also, I chopped up white onion and put on top of the enchiladas before spreading cheese. I also baked uncovered for an extra 5-10 mins to get the edges extra crispy ( mi familia loves it this way!) . Served with a simple red rice my mom used to make and it was delicious! Also, I did use cubed chicken because I used some left over breasts from the night prior but I will definitly be shredding it next time, my family didn&#39;t really dig that. All in all I love the filling recipe, very very good. Will be keeping this one! Thank you :)"
28,83,9735,Comforting Chicken Noodle Soup,sp_aUSaElGf_9735_c_420326,u_1oKVZibiPJd5Mv0tuRswBqWOVWD,jstowellsupermom,20,1622718454,0,0,0,5,100,This soup was so good!! So rich and creamy. A quick meal that gives an all day comfort food feel! We were licking our bowls clean.
65,8,6086,Apple Pie,sp_aUSaElGf_6086_c_402080,u_1oKcwbtrRJR14q5vriRsjFcjME2,AquilaYoung,1,1622718365,0,0,0,0,100,It really looked delicious! I canâ€™t wait to try it !!!Thank you!
132,63,24886,Chicken and Dumplings,sp_aUSaElGf_24886_c_132522,u_1oKVlH36eC7JIzV17438v5oX9hc,ReneePotter,1,1622716993,0,0,0,3,100,Easy and good.  The dumplings were not &#34;gooey&#34;  Even my picky eater ate some.
90,85,39334,Chicken Penne Casserole,sp_aUSaElGf_39334_c_141517,u_1oKW7rnyp9Zy30MvMR4wdrTYlmE,Jotuba,1,1622717030,0,0,0,4,100,"Fantastic flavor- quite zippy, too! the one major thing I&#39;d change is that the peppers got quite soggy cooking as long as the chicken. Next time I&#39;m going to add them at the earliest half-way through the chicken-cooking time. The rest of it was Fantastic!"
120,15,10252,Liâ€™l Cheddar Meat Loaves,sp_aUSaElGf_10252_c_219776,u_1oKWq32oECVO2tQgSJtzDza6MUj,2princesses2love,1,1622717410,0,0,0,5,100,I&#39;ve made these more times than I can count for my family &amp; for company.  Everyone loves them.
79,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_363499,u_1oKVipvyDx0tkd5rSny0CXgN98l,smagal,1,1622718105,0,0,0,4,100,We liked it.
108,19,1693,Moist Chocolate Cake,sp_aUSaElGf_1693_c_223847,u_1oKW6wkizsQZqbhagp5I90xvCgV,sunnyf29,1,1622717416,0,0,0,5,100,is the dry chocolate part the hersheys can unsweetened cocoa.
37,78,36217,Creamy Macaroni and Cheese,sp_aUSaElGf_36217_c_231240,u_1oKZLnBZXc6qWHaMRhQOLXZiaws,Irondad,1,1622717475,0,0,0,5,100,Just made this tonight on Thanksgiving and wow the family and I really loved it this was my first time cooking Thanksgiving dinner thanks big home run with this Mac &amp; cheese
0,52,27434,Asian Chicken Thighs,sp_aUSaElGf_27434_c_2Fe7HdLFqE1hwK3tKUNqxsiZrKd,u_SWxydGmOM0aB,Tanya344,1,1664840608,0,0,0,5,538,"Amazing! I don&#39;t have five spice so I used a little ginger, cinnamon &amp; allspice. The sauce thickened while simmering so there was no need for cornstarch. So good!"
549,1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_379704,u_1oKVZtNaDTX6quIM5AQfn79uJpz,lurky27,1,1622718215,0,0,0,5,100,"Absolutely delicious!  We served it with Deluxe Corn Muffins, also in the Recipe Finder. ~ Theresa"
67,17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_352116,u_1oKaOfcH6glr20FPiuCK7YPFET4,samoomey,1,1622718110,0,0,0,4,100,Very good &amp; easy.
112,6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_425631,u_1oKe3zQwmQm2ufkO8W3Lcgg3sk8,Aunt Jeannie,1,1622718437,0,0,0,5,100,We simply love this recipe. I cook it as written and find it is just right! I make 2 pies so we can share with my sister&#39;s family. I have never found it pasty or gummy and have made it numerous times.
48,97,34347,Lime Chicken Tacos,sp_aUSaElGf_34347_c_307540,u_1oKVdHUWx0VlpyPY3T802dObC7i,redhotretriever,1,1622717862,0,0,0,4,100,This is a quick &amp; tasty recipe.  Not sure where the other reader&#39;s saltiness was from unless it was from too salty a salsa or from the cheese as there is no added salt here.
182,29,3058,Winning Apple Crisp,sp_aUSaElGf_3058_c_107164,u_1oKVZdf5YdYDzDIJ7SCFr1mSTiw,mimi42,1,1622716886,0,0,0,0,100,Â Ask where you buy your apples. They will be glad to hep you. I like to use gala. 
58,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_418379,u_1oKVbXTJIthO0iwAV4zZx2zYqGK,tammycookblogsbooks,10,1622718408,0,1,0,5,193,"This is tasty. I sliced my zucchini very thin instead of shredding it. I mixed it with the eggs, parm cheese, and half the other cheeses but didn&#39;t bake it until I added the remaining ingredients as listed."
158,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_173527,u_1oKVxl8SVdr7E22qreKfLWDlnp1,cherylkap,1,1622717203,0,0,0,5,100,"I have enjoyed this recipe, as written and it was delicious.  I have now added my own additions and use hot sausage in place of the beef.  I have also used pizza sauce to make it more like pizza and added traditional pizza toppings.  Great taste anyway you decide to make it and it is a great recipe for those that are doing keto or low carb diets."
29,98,11767,Quick Cream of Mushroom Soup,sp_aUSaElGf_11767_c_402875,u_1oKcz531SpzBYU8HdrF2kBY1201,Barbara,1,1622718368,0,7,2,5,303,"Just made this.... delicious! I double the recipe &amp; did 1:1 with chicken broth &amp; chicken stock. My family isnâ€™t fond of mushrooms per se, so when it was all done, I purÃ©ed it in the blender. Easy &amp; so good!"
80,100,82745,Mamaw Emilyâ€™s Strawberry Cake,sp_aUSaElGf_82745_c_266170,u_1oKYPaW80sNrEFJ5mg4WzUFZ8HS,donnalatimer,1,1622717640,0,1,0,4,193,Practically the same recipe as ours. I wonder why she put in extra flour and sugar.   We don&#39;t.  Also I use 4 eggs.
135,8,6086,Apple Pie,sp_aUSaElGf_6086_c_116160,u_1oKVdnGOtUxBZc3kMCdQaFjzDG5,Peggie0203,1,1622716924,0,0,0,4,100,"Apple pie is my husband&#39;s favourite, but I rarely make it. Yesterday I picked up a 2 pack Tenderflake crust, and made this for him. It went over well. I did omit the ginger (preference), but next time I&#39;d reduce the nutmeg a bit too.I found it a bit too sweet, but that may have been because I used Gala apples and they were quite sweet. I&#39;d like to try it with Granny Smith next time."
52,62,1152,Pork Chops with Scalloped Potatoes,sp_aUSaElGf_1152_c_420140,u_1oKe5p410znJ4Be7Gt7wcK1F0oW,KarrenFreedman,1,1622718413,0,0,0,5,100,This sounds amazing.  Does anyone know how long to cook it for two pork chops?
114,55,38550,Special Banana Nut Bread,sp_aUSaElGf_38550_c_313712,u_1oKadEriPzNSq9zThFgUrGLR6rx,cuttherhead2,1,1622717912,0,0,0,5,100,"This is my favorite banana bread recipe. It turned out really great, I made 12 muffins and one loaf of bread. It was perfect the muffins were better than the bread because of the cooking time I think. I did add cinnamon sugar mix to the batter and sprinkled it on top with the pecans, I reduced the pecans by 1/2 cup though. And it was fabulous!!! For the glaze I just added milk instead of the orange juice to the glaze."
106,23,14600,Buttery Cornbread,sp_aUSaElGf_14600_c_114953,u_1oKVf8F9NqQtAw2Y4dE5IhJuNBg,IslandWife,10,1622716919,0,1,0,5,193,Amazing!  I did cut the sugar to 1/2 C - just personal preference. It was so moist and tasty!  Thanks for sharing!
124,11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_256759,u_1oKWpRqVr02E8YFqWoAmX5X5h4v,asmith,1,1622717613,0,0,0,4,100,"My picky husband rated this an 8 out of 10, and this says a lot! Based on the reviews, I added a can of diced tomatoes with its juice; it was perfect!"
8,7,12540,Flavorful Chicken Fajitas,sp_aUSaElGf_12540_c_28J8iw95d8hQF79FQhKdmGXzwGW,u_jf4lgputGmcA,Jade802,1,1650923458,0,3,0,5,720,I have made this dish soooo many times over the past couple of years. It always turns out so great. Personally I put the marinade in the skillet with the chicken. Probably the best chicken recipe I&#39;ve ever made and it&#39;s pretty easy!
423,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_330260,u_1oKcHNShSponFiehxJwNHVGANqo,dephill,1,1622717958,0,0,0,5,100,This soup got rave reviews from my hungry hunters last night.  To shorten up the prep time I have used hashbrowns and frozen celery/onion/carrots.  We garnished it with shredded cheddar and crispy bacon. Definitely a keeper recipe.
143,33,32535,Creamy Grape Salad,sp_aUSaElGf_32535_c_163712,u_1oKWnN0fYumnn3TVCgezwCr6hLp,Little Lizzie,1,1622717157,0,0,0,5,100,I decrease the amount of brown sugar in the topping and add a couple of broken up Butterfinger candy bars. It is a huge hit!
138,46,18345,Simple Au Gratin Potatoes,sp_aUSaElGf_18345_c_358817,u_1oKVZzhQe2T1Ff5kFXACK2mhXml,ebramkamp,20,1622718125,0,0,0,5,100,"Very tasty dish. I added a 4.5 ounce can of mild green chiles to the recipe and it added just the right amount of zip for my families tastes. I also used a combination of red and Yukon gold potatoes, kept the peels on just scrubbed them well and sliced. With the addition of the peels and the chiles it amped up the flavors and the visual appeal as well."
10,88,8202,Simple Taco Soup,sp_aUSaElGf_8202_c_223XA5OU5cGY1YEGRQWp8GDyyXN,u_aHRV9Y1HCmxC,SARA418,1,1639067175,1,22,9,4,779,"This was really good! I tweaked it a little to make it my own. First, I cooked this in my crockpot on low for 7-8 hoursâ€¦.browning the meat first with the taco seasoning which I doubled for more flavor. I also used beef broth instead of water. I added another can of diced tomatoes in addition to the stewed and also added in a 4oz can of sliced black olives. At the end of cooking, I added in 4oz of cream cheese to make the soup a creamier version. Served it with some cheese sprinkled on top, tortilla chips and sour cream. My whole family loved it! Will definitely make it again."
4,73,41095,Contest-Winning New England Clam Chowder,sp_aUSaElGf_41095_c_27IiWowvFOI1rhlLb4tdzU1LD4Z,u_ZevyypSB1pyi,mike615,1,1649014269,0,36,6,5,859,"Double this, you won&#39;t regret it.  I did make modifications when doubling.  Tripled the clam juice and omitted the water.  Then, used heavy cream instead of the ff half &amp; half.  I used just a little water at the end to get the right consistency, but not nearly the doubled 2 cups--just a cup to clean out that heavy cream in the measuring cup.  I only had mini potatoes so I didn&#39;t peel, just cut them in quarters.  The skins remained on and added a color to the mix.  I also used Better Than Bouillon, Chicken Flavor which I think beats out granules any day.   A hit at euchre night!"
150,12,19731,Cauliflower Soup,sp_aUSaElGf_19731_c_222182,u_1oKVhBaArAMYosRontRYRUj7xk5,Rhoni347,1,1622717418,0,0,0,5,100,"I&#39;m giving this 5-stars for taste! In my own recipe book, it&#39;s a 4-star recipe because I reserve 5 stars for recipes that I would serve to company and it&#39;s not quite fancy enough for that. But when it&#39;s a cold and rainy night, and you&#39;re home alone with your husband staying in, and you have a loaf of french bread that needs to be eaten, this is the perfect meal. I just used a spicy salt and pepper blend instead of hot sauce. We loved it."
125,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_209901,u_1oKYOM2OvyG2qIDeTzGuPiTtXCx,MrsdelphineSmith,1,1622717367,0,0,0,4,100,I tried this recipe today. It turned out good &amp; was very Delish!!
53,45,41384,Black Bean â€˜nâ€™ Pumpkin Chili,sp_aUSaElGf_41384_c_149451,u_1oKVdFs3csJJlIVbEPqlCK4QxqA,gucci65,10,1622717096,0,0,0,5,100,Great recipe Added a few jalepenoes for heat. !
19,65,12347,Creamy Coleslaw,sp_aUSaElGf_12347_c_399051,u_1oKc9AhZnnA8sK5TZH838kiQHKL,KathyGuevara,1,1622718352,0,8,1,5,354,I used this recipe exactly as is and we loved this side dish for the 4th of July Stay-at-Home celebration. I bought pre-packaged cabbage/carrot mix but this homemade coleslaw dressing really put it over the top. I will definitely make this a summer family staple dish.
46,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_403603,u_1oKWAsKPgMCxSI6YC1u0o2D9RU2,kmuldoon,1,1622718351,0,1,2,5,127,"Love Love Love the zucchini crust.  I&#39;ve made the recipe several times, similar to as written, I substituted pizza sauce.  Also, I take the grated zucchini and place on a clean dishtowel and wring out the moisture, no salt no colander.  This last time, I made it like a real pizza.  DELICIOUS"
10,62,1152,Pork Chops with Scalloped Potatoes,sp_aUSaElGf_1152_c_1xXkvCoX4k9dg431CzqCvXdDw14,u_6FjBszOna4cO,AnnaK.,1,1630509049,0,3,2,4,635,"The potatoes were AMAZING, but the chops were a bit dry. Next time I may try adding a lemon or lime flavor to it to spice it up a bit."
105,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_111543,u_1oKVawR1Mn0ErbtO7DB4cYLKmBE,feadog4life,1,1622716898,0,0,0,5,100,"absolutely delicious! If you like, use shredded cooked chicken in the filling (add after the onions are cooked in a little olive oil) instead of the beef. Substitute chicken broth for the beef broth."
137,82,18274,Ravioli Lasagna,sp_aUSaElGf_18274_c_341571,u_1oKcAZB0fU9XhYUOGagD3y44XYd,KansasSunflower,1,1622718043,0,0,0,5,100,"This was so easy and so good!  I used an 11x7 casserole, 8 oz mozzarella cheese and non-frozen cheese ravioli.  I did cook the ravioli for about 7 minutes before combining in the casserole.  This made six servings, so I had two meals to freeze for later.  Am anxious to serve this to guests."
34,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_167615,u_1oKVZzipo1u8lcqQzDUcw4UBn9e,2124arizona,20,1622717174,0,0,0,5,100,I fixed these for a Mexican themed meal and they received rave reviews. They&#39;re my son&#39;s favorite enchiladas.
79,63,24886,Chicken and Dumplings,sp_aUSaElGf_24886_c_235477,u_1oKYJPMzoPA0Tup6i90RggJsxtF,MommyB_918,1,1622717490,0,0,0,5,100,"LOVE this recipe. For Picky eaters &amp; kiddos plus Mommies trying to watch their waistline. FINALLY, one meal for EVERYONE! I used canned chicken and added some ground fresh spinach leaves- getting in the greens is never easy with toddlers."
132,30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_242019,u_1oKXA5AellpEstSl0Bv68lS7fLu,carriv,1,1622717529,0,0,0,5,100,Made this for dinner. Family loved it.  Will make again.  Will probably and a little more hot sauce.
222,8,6086,Apple Pie,sp_aUSaElGf_6086_c_116315,u_1oKVuf7x1P2B4zTUYpDplSkYN1j,sarahaj99,1,1622716918,0,0,0,5,100,"As a member of our local American Legion, I often donate baked goods to our monthly steak nights. What says America more than homemade apple pie! This recipe is super easy and delicious! Will definitely make again and again!"
51,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_255545,u_1oKViSPmwy4dfTJSDutK59pQBrP,dinacrowell6,1,1622717589,0,0,0,5,100,my kids love this recipe . It&#39;s a huge hit at our dinner table.
43,74,26937,Pineapple Pudding Cake,sp_aUSaElGf_26937_c_199600,u_1oKXyW2zq2wIBJoUvxWOhWNdone,spadelsky,1,1622717301,0,1,0,5,193,"I make a cake very similar to this - try this, when the cake comes out of the oven and has cooled, poke with a fork and put the crushed pineapple with juice over the cake, taking care to spoon it on all over the top to spread the juices over the cake.  it does not get soggy at all!  then spread the cream cheese mix over the pineapple and top with the cool whip.  i like to top it with coconut for a more tropical take."
15,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_426828,u_1oKcoSyTYpPmqMgQPfZ6QP19JJM,JasonKrog,1,1622718471,1,10,2,4,348,"Wife and I enjoyed the dish.  Good mix of sweet and savory, crispy and tender.    Changes I made to the recipe include frying chicken in bacon grease prior to sauteing onions in bacon grease.  Also used Beasley&#39;s Smokehouse Rub Poultry Powder, https://www.BeasleysSmokehouseRub.com/shop, to season the chicken."
192,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_335449,u_1oKVkVnBUAE3UgXfz2jvlqERM33,Mandy257,1,1622717993,0,0,0,5,100,"This was awesome.  My entire family loves it.  I usually use sausage, pizza sauce and add green peppers, and fresh mushrooms.  This is a keeper."
74,73,41095,Contest-Winning New England Clam Chowder,sp_aUSaElGf_41095_c_379887,u_1oKcr1CZqiElK7qtiO1g9Qi9hLA,BarbaraTherrien- Blakely,1,1622718233,0,0,0,0,100,Absolutely the best chowder I have made. The only thing I didn&#39;t have was thyme. But it was perfect anyway 5 stars!!!!
